Date,BA
2023-01-24,211.97999572753906
2023-01-25,212.67999267578125
2023-01-26,212.72999572753906
2023-01-27,211.1699981689453
2023-01-30,209.6699981689453
2023-01-31,213.0
2023-02-01,214.75
2023-02-02,209.33999633789062
2023-02-03,206.00999450683594
2023-02-06,206.80999755859375
2023-02-07,214.75999450683594
2023-02-08,213.5
2023-02-09,211.99000549316406
2023-02-10,212.88999938964844
2023-02-13,215.64999389648438
2023-02-14,218.4499969482422
2023-02-15,217.44000244140625
2023-02-16,212.2100067138672
2023-02-17,211.66000366210938
2023-02-21,205.52000427246094
2023-02-22,205.75999450683594
2023-02-23,208.1300048828125
2023-02-24,198.14999389648438
2023-02-27,200.4600067138672
2023-02-28,201.5500030517578
2023-03-01,204.5500030517578
2023-03-02,210.05999755859375
2023-03-03,215.11000061035156
2023-03-06,211.9199981689453
2023-03-07,207.9199981689453
2023-03-08,207.1999969482422
2023-03-09,201.24000549316406
2023-03-10,203.07000732421875
2023-03-13,203.3699951171875
2023-03-14,207.27999877929688
2023-03-15,198.2100067138672
2023-03-16,203.19000244140625
2023-03-17,201.0500030517578
2023-03-20,204.77000427246094
2023-03-21,204.6999969482422
2023-03-22,196.16000366210938
2023-03-23,197.89999389648438
2023-03-24,197.52999877929688
2023-03-27,200.57000732421875
2023-03-28,204.9600067138672
2023-03-29,207.97000122070312
2023-03-30,211.0399932861328
2023-03-31,212.42999267578125
2023-04-03,215.38999938964844
2023-04-04,213.89999389648438
2023-04-05,210.0
2023-04-06,211.3699951171875
2023-04-10,210.77999877929688
2023-04-11,212.32000732421875
2023-04-12,212.33999633789062
2023-04-13,213.58999633789062
2023-04-14,201.7100067138672
2023-04-17,205.02999877929688
2023-04-18,208.3699951171875
2023-04-19,208.7100067138672
2023-04-20,207.22999572753906
2023-04-21,205.14999389648438
2023-04-24,205.77000427246094
2023-04-25,202.19000244140625
2023-04-26,203.02999877929688
2023-04-27,206.0399932861328
2023-04-28,206.77999877929688
2023-05-01,203.8699951171875
2023-05-02,203.25
2023-05-03,200.92999267578125
2023-05-04,197.0500030517578
2023-05-05,198.33999633789062
2023-05-08,197.25999450683594
2023-05-09,201.8800048828125
2023-05-10,200.83999633789062
2023-05-11,201.83999633789062
2023-05-12,200.6999969482422
2023-05-15,202.77000427246094
2023-05-16,200.8699951171875
2023-05-17,206.8699951171875
2023-05-18,207.24000549316406
2023-05-19,205.49000549316406
2023-05-22,205.91000366210938
2023-05-23,202.60000610351562
2023-05-24,199.27000427246094
2023-05-25,200.8699951171875
2023-05-26,203.6300048828125
2023-05-30,204.69000244140625
2023-05-31,205.6999969482422
2023-06-01,207.9600067138672
2023-06-02,213.32000732421875
2023-06-05,208.77999877929688
2023-06-06,207.2899932861328
2023-06-07,211.92999267578125
2023-06-08,218.11000061035156
2023-06-09,217.30999755859375
2023-06-12,221.55999755859375
2023-06-13,220.3800048828125
2023-06-14,216.89999389648438
2023-06-15,219.41000366210938
2023-06-16,219.99000549316406
2023-06-20,212.3699951171875
2023-06-21,212.0800018310547
2023-06-22,205.61000061035156
2023-06-23,205.41000366210938
2023-06-26,205.5800018310547
2023-06-27,209.42999267578125
2023-06-28,210.72000122070312
2023-06-29,211.8300018310547
2023-06-30,211.16000366210938
2023-07-03,210.9199981689453
2023-07-05,213.30999755859375
2023-07-06,212.6199951171875
2023-07-07,212.10000610351562
2023-07-10,213.30999755859375
2023-07-11,218.75999450683594
2023-07-12,217.11000061035156
2023-07-13,216.85000610351562
2023-07-14,213.1199951171875
2023-07-17,211.8699951171875
2023-07-18,211.57000732421875
2023-07-19,208.60000610351562
2023-07-20,213.61000061035156
2023-07-21,211.8000030517578
2023-07-24,215.8699951171875
2023-07-25,214.1199951171875
2023-07-26,232.8000030517578
2023-07-27,233.75
2023-07-28,238.69000244140625
2023-07-31,238.85000610351562
2023-08-01,238.00999450683594
2023-08-02,231.3800048828125
2023-08-03,231.36000061035156
2023-08-04,231.36000061035156
2023-08-07,238.25
2023-08-08,238.0399932861328
2023-08-09,237.86000061035156
2023-08-10,238.25999450683594
2023-08-11,235.72000122070312
2023-08-14,236.7100067138672
2023-08-15,232.25999450683594
2023-08-16,229.9499969482422
2023-08-17,224.5399932861328
2023-08-18,226.64999389648438
2023-08-21,227.22000122070312
2023-08-22,230.07000732421875
2023-08-23,228.5800018310547
2023-08-24,217.30999755859375
2023-08-25,223.41000366210938
2023-08-28,227.05999755859375
2023-08-29,227.25
2023-08-30,228.85000610351562
2023-08-31,224.02999877929688
2023-09-01,223.39999389648438
2023-09-05,222.57000732421875
2023-09-06,217.9499969482422
2023-09-07,216.0500030517578
2023-09-08,211.27000427246094
2023-09-11,211.00999450683594
2023-09-12,210.64999389648438
2023-09-13,208.39999389648438
2023-09-14,209.0500030517578
2023-09-15,208.11000061035156
2023-09-18,205.1199951171875
2023-09-19,204.47999572753906
2023-09-20,202.3699951171875
2023-09-21,199.9499969482422
2023-09-22,197.7100067138672
2023-09-25,198.77999877929688
2023-09-26,195.63999938964844
2023-09-27,195.4600067138672
2023-09-28,190.42999267578125
2023-09-29,191.67999267578125
2023-10-02,187.8300018310547
2023-10-03,188.9199981689453
2023-10-04,186.72999572753906
2023-10-05,186.2899932861328
2023-10-06,187.3800048828125
2023-10-09,188.49000549316406
2023-10-10,193.52999877929688
2023-10-11,196.07000732421875
2023-10-12,191.3000030517578
2023-10-13,184.91000366210938
2023-10-16,184.92999267578125
2023-10-17,185.60000610351562
2023-10-18,185.69000244140625
2023-10-19,182.7899932861328
2023-10-20,180.0399932861328
2023-10-23,181.02999877929688
2023-10-24,182.36000061035156
2023-10-25,177.72999572753906
2023-10-26,179.08999633789062
2023-10-27,179.69000244140625
2023-10-30,182.35000610351562
2023-10-31,186.82000732421875
2023-11-01,189.3800048828125
2023-11-02,192.00999450683594
2023-11-03,195.0500030517578
2023-11-06,192.9499969482422
2023-11-07,191.41000366210938
2023-11-08,191.8300018310547
2023-11-09,193.3300018310547
2023-11-10,196.64999389648438
2023-11-13,204.5399932861328
2023-11-14,207.47000122070312
2023-11-15,208.7100067138672
2023-11-16,206.60000610351562
2023-11-17,208.0399932861328
2023-11-20,217.7100067138672
2023-11-21,218.27000427246094
2023-11-22,219.91000366210938
2023-11-24,220.0
2023-11-27,219.3000030517578
2023-11-28,222.3699951171875
2023-11-29,224.42999267578125
2023-11-30,231.6300048828125
2023-12-01,233.8699951171875
2023-12-04,234.8699951171875
2023-12-05,234.16000366210938
2023-12-06,236.88999938964844
2023-12-07,237.3300018310547
2023-12-08,244.6999969482422
2023-12-11,248.0800018310547
2023-12-12,248.6300048828125
2023-12-13,250.91000366210938
2023-12-14,256.239990234375
2023-12-15,264.2699890136719
2023-12-18,260.4100036621094
2023-12-19,263.510009765625
2023-12-20,260.25
2023-12-21,262.0199890136719
2023-12-22,260.44000244140625
2023-12-26,262.7900085449219
2023-12-27,262.1000061035156
2023-12-28,260.3500061035156
2023-12-29,260.6600036621094
2024-01-02,251.75999450683594
2024-01-03,243.91000366210938
2024-01-04,244.94000244140625
2024-01-05,249.0
2024-01-08,229.0
2024-01-09,225.75999450683594
2024-01-10,227.83999633789062
2024-01-11,222.66000366210938
2024-01-12,217.6999969482422
2024-01-16,200.52000427246094
2024-01-17,203.05999755859375
2024-01-18,211.61000061035156
2024-01-19,215.02000427246094
2024-01-22,214.92999267578125
2024-01-23,211.5
2024-01-24,214.1300048828125
2024-01-25,201.8800048828125
2024-01-26,205.47000122070312
2024-01-29,205.19000244140625
2024-01-30,200.44000244140625
2024-01-31,211.0399932861328
2024-02-01,209.80999755859375
2024-02-02,209.3800048828125
2024-02-05,206.6300048828125
2024-02-06,208.5800018310547
2024-02-07,211.9199981689453
2024-02-08,209.22000122070312
2024-02-09,209.1999969482422
2024-02-12,209.3300018310547
2024-02-13,204.4600067138672
2024-02-14,203.3800048828125
2024-02-15,205.3300018310547
2024-02-16,203.88999938964844
2024-02-20,203.3699951171875
2024-02-21,201.57000732421875
2024-02-22,201.5
2024-02-23,200.8300018310547
2024-02-26,200.5399932861328
2024-02-27,201.39999389648438
2024-02-28,207.0
2024-02-29,203.72000122070312
2024-03-01,200.0
2024-03-04,200.5399932861328
2024-03-05,201.13999938964844
2024-03-06,201.0
2024-03-07,203.02999877929688
2024-03-08,198.49000549316406
2024-03-11,192.49000549316406
2024-03-12,184.24000549316406
2024-03-13,182.35000610351562
2024-03-14,181.14999389648438
2024-03-15,182.52999877929688
2024-03-18,179.83999633789062
2024-03-19,181.13999938964844
2024-03-20,187.77999877929688
2024-03-21,187.6999969482422
2024-03-22,188.85000610351562
2024-03-25,191.41000366210938
2024-03-26,187.5
2024-03-27,191.9499969482422
2024-03-28,192.99000549316406
2024-04-01,189.5
2024-04-02,188.0399932861328
2024-04-03,184.9199981689453
2024-04-04,183.2899932861328
2024-04-05,183.13999938964844
2024-04-08,181.55999755859375
2024-04-09,178.1199951171875
2024-04-10,174.6300048828125
2024-04-11,173.36000061035156
2024-04-12,169.5500030517578
2024-04-15,167.82000732421875
2024-04-16,170.5500030517578
2024-04-17,170.2100067138672
2024-04-18,170.22999572753906
2024-04-19,169.82000732421875
2024-04-22,170.47999572753906
2024-04-23,169.17999267578125
2024-04-24,164.3300018310547
2024-04-25,166.80999755859375
2024-04-26,167.22000122070312
2024-04-29,173.49000549316406
2024-04-30,167.83999633789062
2024-05-01,171.4600067138672
2024-05-02,178.85000610351562
2024-05-03,179.7899932861328
2024-05-06,178.35000610351562
2024-05-07,176.7100067138672
2024-05-08,180.35000610351562
2024-05-09,181.25
2024-05-10,178.50999450683594
2024-05-13,178.44000244140625
2024-05-14,180.75999450683594
2024-05-15,176.99000549316406
2024-05-16,182.9600067138672
2024-05-17,184.9499969482422
2024-05-20,186.61000061035156
2024-05-21,184.77999877929688
2024-05-22,186.27999877929688
2024-05-23,172.2100067138672
2024-05-24,174.52000427246094
2024-05-28,175.0800018310547
2024-05-29,171.64999389648438
2024-05-30,172.75
2024-05-31,177.61000061035156
2024-06-03,184.57000732421875
2024-06-04,188.6199951171875
2024-06-05,189.85000610351562
2024-06-06,191.4199981689453
2024-06-07,190.24000549316406
2024-06-10,190.1199951171875
2024-06-11,185.5
2024-06-12,182.6699981689453
2024-06-13,180.6999969482422
2024-06-14,177.27000427246094
2024-06-17,178.38999938964844
2024-06-18,174.99000549316406
2024-06-20,176.3000030517578
2024-06-21,176.55999755859375
2024-06-24,179.10000610351562
2024-06-25,175.10000610351562
2024-06-26,178.5
2024-06-27,182.50999450683594
2024-06-28,182.00999450683594
2024-07-01,186.6999969482422
2024-07-02,185.4199981689453
2024-07-03,184.30999755859375
2024-07-05,184.8300018310547
2024-07-08,185.83999633789062
2024-07-09,183.24000549316406
2024-07-10,183.72999572753906
2024-07-11,183.91000366210938
2024-07-12,182.30999755859375
2024-07-15,179.11000061035156
2024-07-16,186.0500030517578
2024-07-17,184.83999633789062
2024-07-18,180.22999572753906
2024-07-19,179.6699981689453
2024-07-22,178.89999389648438
2024-07-23,186.47999572753906
2024-07-24,180.07000732421875
2024-07-25,184.35000610351562
2024-07-26,186.88999938964844
2024-07-29,185.42999267578125
2024-07-30,186.86000061035156
2024-07-31,190.60000610351562
2024-08-01,178.30999755859375
2024-08-02,169.9499969482422
2024-08-05,167.02999877929688
2024-08-06,165.0399932861328
2024-08-07,163.24000549316406
2024-08-08,168.8699951171875
2024-08-09,167.91000366210938
2024-08-12,164.1300048828125
2024-08-13,168.75999450683594
2024-08-14,168.5
2024-08-15,176.41000366210938
2024-08-16,179.99000549316406
2024-08-19,179.63999938964844
2024-08-20,172.10000610351562
2024-08-21,173.42999267578125
2024-08-22,172.75999450683594
2024-08-23,174.9600067138672
2024-08-26,173.47999572753906
2024-08-27,173.0500030517578
2024-08-28,170.7100067138672
2024-08-29,172.25999450683594
2024-08-30,173.74000549316406
2024-09-03,161.02000427246094
2024-09-04,163.22000122070312
2024-09-05,162.14999389648438
2024-09-06,157.6199951171875
2024-09-09,162.91000366210938
2024-09-10,160.07000732421875
2024-09-11,161.3300018310547
2024-09-12,162.77000427246094
2024-09-13,156.77000427246094
2024-09-16,155.5500030517578
2024-09-17,156.38999938964844
2024-09-18,155.11000061035156
2024-09-19,154.58999633789062
2024-09-20,153.2899932861328
2024-09-23,156.3000030517578
2024-09-24,155.80999755859375
2024-09-25,152.22000122070312
2024-09-26,154.5800018310547
2024-09-27,156.32000732421875
2024-09-30,152.0399932861328
2024-10-01,154.22000122070312
2024-10-02,152.88999938964844
2024-10-03,150.52000427246094
2024-10-04,155.0
2024-10-07,155.91000366210938
2024-10-08,154.64999389648438
2024-10-09,149.3699951171875
2024-10-10,146.6199951171875
2024-10-11,151.02000427246094
2024-10-14,148.99000549316406
2024-10-15,152.35000610351562
2024-10-16,154.89999389648438
2024-10-17,155.30999755859375
2024-10-18,155.0
2024-10-21,159.82000732421875
2024-10-22,159.8800048828125
2024-10-23,157.05999755859375
2024-10-24,155.1999969482422
2024-10-25,155.00999450683594
2024-10-28,150.69000244140625
2024-10-29,152.97999572753906
2024-10-30,154.2899932861328
2024-10-31,149.30999755859375
2024-11-01,154.58999633789062
2024-11-04,155.07000732421875
2024-11-05,151.0
2024-11-06,147.16000366210938
2024-11-07,150.97999572753906
2024-11-08,151.67999267578125
2024-11-11,148.9600067138672
2024-11-12,145.1699981689453
2024-11-13,139.97000122070312
2024-11-14,138.13999938964844
2024-11-15,140.19000244140625
2024-11-18,143.8699951171875
2024-11-19,145.60000610351562
2024-11-20,146.0800018310547
2024-11-21,143.41000366210938
2024-11-22,149.2899932861328
2024-11-25,153.10000610351562
2024-11-26,150.75999450683594
2024-11-27,152.39999389648438
2024-11-29,155.44000244140625
2024-12-02,156.5399932861328
2024-12-03,155.0
2024-12-04,158.27999877929688
2024-12-05,156.6699981689453
2024-12-06,153.92999267578125
2024-12-09,157.0399932861328
2024-12-10,164.10000610351562
2024-12-11,165.9600067138672
2024-12-12,167.75
2024-12-13,169.64999389648438
2024-12-16,173.1699981689453
2024-12-17,173.02999877929688
2024-12-18,172.6199951171875
2024-12-19,177.0399932861328
2024-12-20,177.35000610351562
2024-12-23,177.69000244140625
2024-12-24,179.33999633789062
2024-12-26,180.3800048828125
2024-12-27,180.72000122070312
2024-12-30,176.5500030517578
2024-12-31,177.0
2025-01-02,171.8699951171875
2025-01-03,169.89999389648438
2025-01-06,170.77999877929688
2025-01-07,172.50999450683594
2025-01-08,171.75999450683594
2025-01-10,172.0
2025-01-13,170.57000732421875
2025-01-14,167.02000427246094
2025-01-15,166.1999969482422
2025-01-16,168.92999267578125
2025-01-17,171.08999633789062
2025-01-21,175.55999755859375
2025-01-22,174.8000030517578
2025-01-23,178.5
2025-01-24,176.05999755859375
2025-01-27,175.16000366210938
2025-01-28,177.77999877929688
2025-01-29,173.66000366210938
2025-01-30,179.52999877929688
2025-01-31,176.52000427246094
2025-02-03,175.8699951171875
2025-02-04,176.22999572753906
2025-02-05,181.83999633789062
2025-02-06,184.8000030517578
2025-02-07,181.49000549316406
2025-02-10,180.5500030517578
2025-02-11,180.44000244140625
2025-02-12,186.25
2025-02-13,185.44000244140625
2025-02-14,184.4199981689453
2025-02-18,184.97000122070312
2025-02-19,186.14999389648438
2025-02-20,180.8800048828125
2025-02-21,177.14999389648438
2025-02-24,179.91000366210938
2025-02-25,178.27000427246094
2025-02-26,173.0399932861328
2025-02-27,173.8300018310547
2025-02-28,174.6300048828125
2025-03-03,170.05999755859375
2025-03-04,158.89999389648438
2025-03-05,163.16000366210938
2025-03-06,158.42999267578125
2025-03-07,154.17999267578125
2025-03-10,148.14999389648438
2025-03-11,154.05999755859375
2025-03-12,158.8000030517578
2025-03-13,159.32000732421875
2025-03-14,161.80999755859375
2025-03-17,161.85000610351562
2025-03-18,161.57000732421875
2025-03-19,172.6199951171875
2025-03-20,172.8300018310547
2025-03-21,178.11000061035156
2025-03-24,180.89999389648438
2025-03-25,182.58999633789062
2025-03-26,178.5500030517578
2025-03-27,179.11000061035156
2025-03-28,173.30999755859375
2025-03-31,170.5500030517578
2025-04-01,168.1699981689453
2025-04-02,168.55999755859375
2025-04-03,150.91000366210938
2025-04-04,136.58999633789062
2025-04-07,138.86000061035156
2025-04-08,139.38999938964844
2025-04-09,160.82000732421875
2025-04-10,155.52000427246094
2025-04-11,156.83999633789062
2025-04-14,159.27999877929688
2025-04-15,155.52000427246094
2025-04-16,156.47000122070312
2025-04-17,161.89999389648438
2025-04-21,159.33999633789062
2025-04-22,162.52000427246094
2025-04-23,172.3699951171875
2025-04-24,176.25999450683594
2025-04-25,177.9499969482422
2025-04-28,182.3000030517578
2025-04-29,182.0
2025-04-30,183.24000549316406
2025-05-01,182.88999938964844
2025-05-02,185.4600067138672
2025-05-05,186.4600067138672
2025-05-06,185.9600067138672
2025-05-07,185.55999755859375
2025-05-08,191.6999969482422
2025-05-09,194.85000610351562
2025-05-12,198.52999877929688
2025-05-13,203.4199981689453
2025-05-14,204.72000122070312
2025-05-15,206.24000549316406
2025-05-16,205.82000732421875
2025-05-19,205.25
2025-05-20,207.6699981689453
2025-05-21,203.2100067138672
2025-05-22,203.41000366210938
2025-05-23,202.36000061035156
2025-05-27,201.02999877929688
2025-05-28,201.5
2025-05-29,208.17999267578125
2025-05-30,207.32000732421875
2025-06-02,211.47000122070312
2025-06-03,213.42999267578125
2025-06-04,211.97999572753906
2025-06-05,209.02000427246094
2025-06-06,210.8000030517578
2025-06-09,217.50999450683594
2025-06-10,215.72999572753906
2025-06-11,214.0
2025-06-12,203.75
2025-06-13,200.32000732421875
2025-06-16,201.6999969482422
2025-06-17,200.25999450683594
2025-06-18,197.67999267578125
2025-06-20,198.75
2025-06-23,201.30999755859375
2025-06-24,200.94000244140625
2025-06-25,198.89999389648438
2025-06-26,202.5800018310547
2025-06-27,214.5500030517578
2025-06-30,209.52999877929688
2025-07-01,209.7899932861328
2025-07-02,212.02999877929688
2025-07-03,215.9199981689453
2025-07-07,218.6300048828125
2025-07-08,218.52000427246094
2025-07-09,226.60000610351562
2025-07-10,226.08999633789062
2025-07-11,226.83999633789062
2025-07-14,230.50999450683594
2025-07-15,230.0
2025-07-16,229.89999389648438
2025-07-17,231.0
2025-07-18,229.33999633789062
2025-07-21,229.32000732421875
2025-07-22,228.47999572753906
2025-07-23,233.8800048828125
2025-07-24,231.27000427246094
2025-07-25,233.05999755859375
2025-07-28,236.41000366210938
2025-07-29,226.0800018310547
2025-07-30,225.83999633789062
2025-07-31,221.83999633789062
2025-08-01,221.89999389648438
2025-08-04,222.33999633789062
2025-08-05,224.86000061035156
2025-08-06,225.0399932861328
2025-08-07,227.3300018310547
2025-08-08,229.1199951171875
2025-08-11,225.9600067138672
2025-08-12,232.61000061035156
2025-08-13,233.3699951171875
2025-08-14,233.19000244140625
2025-08-15,235.25999450683594
2025-08-18,232.41000366210938
2025-08-19,225.0
2025-08-20,225.6199951171875
2025-08-21,224.4600067138672
2025-08-22,230.1199951171875
2025-08-25,226.8699951171875
2025-08-26,234.8300018310547
2025-08-27,235.6199951171875
2025-08-28,236.16000366210938
2025-08-29,234.67999267578125
2025-09-02,237.3800048828125
2025-09-03,232.3800048828125
2025-09-04,230.75
2025-09-05,229.61000061035156
2025-09-08,230.9499969482422
2025-09-09,229.52000427246094
2025-09-10,227.52000427246094
2025-09-11,219.99000549316406
2025-09-12,215.94000244140625
2025-09-15,215.75
2025-09-16,215.02000427246094
2025-09-17,214.6300048828125
2025-09-18,215.66000366210938
2025-09-19,215.64999389648438
2025-09-22,212.08999633789062
2025-09-23,216.33999633789062
2025-09-24,215.10000610351562
2025-09-25,213.52999877929688
2025-09-26,221.25999450683594
2025-09-29,217.0800018310547
2025-09-30,215.8300018310547
2025-10-01,215.1999969482422
2025-10-02,217.42999267578125
2025-10-03,216.3000030517578
2025-10-06,219.72999572753906
2025-10-07,221.82000732421875
2025-10-08,225.32000732421875
2025-10-09,216.0
2025-10-10,210.72999572753906
2025-10-13,215.55999755859375
2025-10-14,214.3000030517578
2025-10-15,214.0
2025-10-16,211.88999938964844
2025-10-17,212.94000244140625
2025-10-20,216.82000732421875
2025-10-21,217.25999450683594
2025-10-22,216.58999633789062
2025-10-23,217.77000427246094
2025-10-24,221.35000610351562
2025-10-27,223.0
2025-10-28,223.3300018310547
2025-10-29,213.5800018310547
2025-10-30,200.0800018310547
2025-10-31,201.02000427246094
2025-11-03,204.5500030517578
2025-11-04,198.0500030517578
2025-11-05,197.6199951171875
2025-11-06,196.5
2025-11-07,194.61000061035156
2025-11-10,194.80999755859375
2025-11-11,195.2100067138672
2025-11-12,195.5
2025-11-13,194.5800018310547
2025-11-14,194.52000427246094
2025-11-17,191.80999755859375
2025-11-18,189.6300048828125
2025-11-19,185.6999969482422
2025-11-20,179.3800048828125
2025-11-21,179.6999969482422
2025-11-24,179.1199951171875
2025-11-25,182.44000244140625
2025-11-26,186.9199981689453
2025-11-28,189.0
2025-12-01,186.4600067138672
2025-12-02,205.3800048828125
2025-12-03,202.5399932861328
2025-12-04,201.8699951171875
2025-12-05,201.88999938964844
2025-12-08,206.27000427246094
2025-12-09,200.3699951171875
2025-12-10,198.72000122070312
2025-12-11,200.7100067138672
2025-12-12,204.3800048828125
2025-12-15,205.5
2025-12-16,206.7100067138672
2025-12-17,206.3300018310547
2025-12-18,208.27000427246094
2025-12-19,214.0800018310547
2025-12-22,216.83999633789062
2025-12-23,216.85000610351562
2025-12-24,218.16000366210938
2025-12-26,216.44000244140625
2025-12-29,217.25
2025-12-30,218.5
