Date,CPT
2022-08-12,145.72000122070312
2022-08-15,146.22999572753906
2022-08-16,146.7100067138672
2022-08-17,146.55999755859375
2022-08-18,143.82000732421875
2022-08-19,142.3000030517578
2022-08-22,139.1999969482422
2022-08-23,136.0399932861328
2022-08-24,136.72000122070312
2022-08-25,138.19000244140625
2022-08-26,134.6999969482422
2022-08-29,132.49000549316406
2022-08-30,130.38999938964844
2022-08-31,128.50999450683594
2022-09-01,129.10000610351562
2022-09-02,126.69000244140625
2022-09-06,130.08999633789062
2022-09-07,130.92999267578125
2022-09-08,133.13999938964844
2022-09-09,134.83999633789062
2022-09-12,135.05999755859375
2022-09-13,132.32000732421875
2022-09-14,130.75999450683594
2022-09-15,129.1300048828125
2022-09-16,129.0
2022-09-19,127.88999938964844
2022-09-20,124.11000061035156
2022-09-21,122.44999694824219
2022-09-22,122.7699966430664
2022-09-23,121.94999694824219
2022-09-26,118.72000122070312
2022-09-27,117.31999969482422
2022-09-28,120.36000061035156
2022-09-29,118.22000122070312
2022-09-30,119.44999694824219
2022-10-03,122.12000274658203
2022-10-04,123.13999938964844
2022-10-05,119.41999816894531
2022-10-06,116.37000274658203
2022-10-07,113.0
2022-10-10,111.9800033569336
2022-10-11,113.45999908447266
2022-10-12,112.13999938964844
2022-10-13,114.41000366210938
2022-10-14,110.68000030517578
2022-10-17,115.41000366210938
2022-10-18,115.45999908447266
2022-10-19,112.7300033569336
2022-10-20,112.2699966430664
2022-10-21,113.88999938964844
2022-10-24,113.0
2022-10-25,116.7699966430664
2022-10-26,115.05999755859375
2022-10-27,114.9000015258789
2022-10-28,114.9800033569336
2022-10-31,115.55000305175781
2022-11-01,115.4000015258789
2022-11-02,111.88999938964844
2022-11-03,110.08000183105469
2022-11-04,111.5
2022-11-07,109.63999938964844
2022-11-08,109.8499984741211
2022-11-09,109.37000274658203
2022-11-10,116.19999694824219
2022-11-11,115.2300033569336
2022-11-14,111.87000274658203
2022-11-15,114.62999725341797
2022-11-16,114.30999755859375
2022-11-17,113.5199966430664
2022-11-18,114.81999969482422
2022-11-21,116.25
2022-11-22,116.83000183105469
2022-11-23,117.37999725341797
2022-11-25,118.12999725341797
2022-11-28,115.20999908447266
2022-11-29,117.75
2022-11-30,120.33000183105469
2022-12-01,119.48999786376953
2022-12-02,119.87999725341797
2022-12-05,116.38999938964844
2022-12-06,114.62999725341797
2022-12-07,114.27999877929688
2022-12-08,116.20999908447266
2022-12-09,116.0
2022-12-12,116.29000091552734
2022-12-13,118.44000244140625
2022-12-14,116.77999877929688
2022-12-15,114.7300033569336
2022-12-16,112.19999694824219
2022-12-19,110.38999938964844
2022-12-20,109.80000305175781
2022-12-21,110.5199966430664
2022-12-22,110.16000366210938
2022-12-23,111.30999755859375
2022-12-27,111.51000213623047
2022-12-28,109.86000061035156
2022-12-29,112.94000244140625
2022-12-30,111.87999725341797
2023-01-03,110.68000030517578
2023-01-04,112.75
2023-01-05,109.66999816894531
2023-01-06,114.0
2023-01-09,113.01000213623047
2023-01-10,113.38999938964844
2023-01-11,118.27999877929688
2023-01-12,118.33000183105469
2023-01-13,117.94999694824219
2023-01-17,117.73999786376953
2023-01-18,115.26000213623047
2023-01-19,114.54000091552734
2023-01-20,114.68000030517578
2023-01-23,114.87000274658203
2023-01-24,118.02999877929688
2023-01-25,119.2699966430664
2023-01-26,119.8499984741211
2023-01-27,121.6500015258789
2023-01-30,119.77999877929688
2023-01-31,123.20999908447266
2023-02-01,123.75
2023-02-02,126.30999755859375
2023-02-03,121.73999786376953
2023-02-06,122.44000244140625
2023-02-07,123.66000366210938
2023-02-08,123.94000244140625
2023-02-09,122.08999633789062
2023-02-10,122.81999969482422
2023-02-13,123.19000244140625
2023-02-14,122.25
2023-02-15,121.47000122070312
2023-02-16,120.05000305175781
2023-02-17,120.05000305175781
2023-02-21,118.05000305175781
2023-02-22,117.55999755859375
2023-02-23,118.06999969482422
2023-02-24,116.43000030517578
2023-02-27,114.83000183105469
2023-02-28,114.76000213623047
2023-03-01,111.95999908447266
2023-03-02,114.0
2023-03-03,116.12999725341797
2023-03-06,117.19000244140625
2023-03-07,112.0199966430664
2023-03-08,113.37999725341797
2023-03-09,110.79000091552734
2023-03-10,106.91000366210938
2023-03-13,108.55999755859375
2023-03-14,108.18000030517578
2023-03-15,107.16999816894531
2023-03-16,105.13999938964844
2023-03-17,101.72000122070312
2023-03-20,103.33999633789062
2023-03-21,102.19000244140625
2023-03-22,99.61000061035156
2023-03-23,98.6500015258789
2023-03-24,99.88999938964844
2023-03-27,100.0
2023-03-28,100.51000213623047
2023-03-29,102.63999938964844
2023-03-30,103.20999908447266
2023-03-31,104.83999633789062
2023-04-03,103.80000305175781
2023-04-04,103.58000183105469
2023-04-05,103.48999786376953
2023-04-06,104.55999755859375
2023-04-10,104.80000305175781
2023-04-11,104.55000305175781
2023-04-12,103.91000366210938
2023-04-13,104.0999984741211
2023-04-14,103.44000244140625
2023-04-17,106.56999969482422
2023-04-18,105.94999694824219
2023-04-19,106.91000366210938
2023-04-20,106.37999725341797
2023-04-21,106.79000091552734
2023-04-24,106.2699966430664
2023-04-25,104.86000061035156
2023-04-26,104.02999877929688
2023-04-27,106.52999877929688
2023-04-28,110.05000305175781
2023-05-01,111.2699966430664
2023-05-02,109.30999755859375
2023-05-03,109.19000244140625
2023-05-04,108.77999877929688
2023-05-05,110.3499984741211
2023-05-08,110.86000061035156
2023-05-09,110.56999969482422
2023-05-10,110.58999633789062
2023-05-11,110.88999938964844
2023-05-12,110.5
2023-05-15,108.83999633789062
2023-05-16,106.0999984741211
2023-05-17,106.77999877929688
2023-05-18,106.94999694824219
2023-05-19,106.5
2023-05-22,106.2699966430664
2023-05-23,105.87000274658203
2023-05-24,103.70999908447266
2023-05-25,102.94000244140625
2023-05-26,103.91999816894531
2023-05-30,104.16999816894531
2023-05-31,104.47000122070312
2023-06-01,104.62000274658203
2023-06-02,107.62000274658203
2023-06-05,108.66999816894531
2023-06-06,109.8499984741211
2023-06-07,113.25
2023-06-08,113.27999877929688
2023-06-09,113.23999786376953
2023-06-12,111.94999694824219
2023-06-13,112.52999877929688
2023-06-14,111.76000213623047
2023-06-15,112.13999938964844
2023-06-16,113.11000061035156
2023-06-20,111.58000183105469
2023-06-21,110.94999694824219
2023-06-22,108.27999877929688
2023-06-23,105.86000061035156
2023-06-26,108.73999786376953
2023-06-27,109.73999786376953
2023-06-28,108.0199966430664
2023-06-29,108.61000061035156
2023-06-30,108.87000274658203
2023-07-03,110.12000274658203
2023-07-05,109.52999877929688
2023-07-06,109.98999786376953
2023-07-07,108.77999877929688
2023-07-10,109.16999816894531
2023-07-11,110.94000244140625
2023-07-12,111.18000030517578
2023-07-13,111.93000030517578
2023-07-14,111.94999694824219
2023-07-17,110.75
2023-07-18,110.62000274658203
2023-07-19,111.38999938964844
2023-07-20,112.12000274658203
2023-07-21,112.9000015258789
2023-07-24,112.83000183105469
2023-07-25,110.80999755859375
2023-07-26,111.8499984741211
2023-07-27,108.79000091552734
2023-07-28,108.51000213623047
2023-07-31,109.08999633789062
2023-08-01,108.41000366210938
2023-08-02,107.19000244140625
2023-08-03,106.48999786376953
2023-08-04,108.54000091552734
2023-08-07,109.9000015258789
2023-08-08,108.62000274658203
2023-08-09,108.63999938964844
2023-08-10,107.69999694824219
2023-08-11,107.86000061035156
2023-08-14,106.08000183105469
2023-08-15,106.0199966430664
2023-08-16,105.94000244140625
2023-08-17,106.33999633789062
2023-08-18,106.19000244140625
2023-08-21,105.12000274658203
2023-08-22,105.11000061035156
2023-08-23,106.5999984741211
2023-08-24,106.62000274658203
2023-08-25,107.16000366210938
2023-08-28,107.87999725341797
2023-08-29,108.30000305175781
2023-08-30,108.31999969482422
2023-08-31,107.62000274658203
2023-09-01,106.73999786376953
2023-09-05,105.2699966430664
2023-09-06,104.76000213623047
2023-09-07,103.98999786376953
2023-09-08,102.98999786376953
2023-09-11,101.75
2023-09-12,103.45999908447266
2023-09-13,102.06999969482422
2023-09-14,103.41999816894531
2023-09-15,102.87000274658203
2023-09-18,101.94999694824219
2023-09-19,101.97000122070312
2023-09-20,102.19999694824219
2023-09-21,99.20999908447266
2023-09-22,97.94999694824219
2023-09-25,97.69999694824219
2023-09-26,96.4000015258789
2023-09-27,94.87999725341797
2023-09-28,94.62000274658203
2023-09-29,94.58000183105469
2023-10-02,93.05000305175781
2023-10-03,92.51000213623047
2023-10-04,93.70999908447266
2023-10-05,94.22000122070312
2023-10-06,95.79000091552734
2023-10-09,97.41999816894531
2023-10-10,96.30999755859375
2023-10-11,97.41999816894531
2023-10-12,96.58999633789062
2023-10-13,96.47000122070312
2023-10-16,96.86000061035156
2023-10-17,97.58000183105469
2023-10-18,95.33999633789062
2023-10-19,94.04000091552734
2023-10-20,92.8499984741211
2023-10-23,91.83000183105469
2023-10-24,93.69000244140625
2023-10-25,91.48999786376953
2023-10-26,89.87000274658203
2023-10-27,83.9800033569336
2023-10-30,83.93000030517578
2023-10-31,84.87999725341797
2023-11-01,84.68000030517578
2023-11-02,87.58000183105469
2023-11-03,90.56999969482422
2023-11-06,88.01000213623047
2023-11-07,86.63999938964844
2023-11-08,87.87999725341797
2023-11-09,87.11000061035156
2023-11-10,88.44000244140625
2023-11-13,86.6500015258789
2023-11-14,89.9800033569336
2023-11-15,88.88999938964844
2023-11-16,87.56999969482422
2023-11-17,87.3499984741211
2023-11-20,88.5999984741211
2023-11-21,87.69999694824219
2023-11-22,88.41999816894531
2023-11-24,88.7300033569336
2023-11-27,88.33999633789062
2023-11-28,89.4000015258789
2023-11-29,89.75
2023-11-30,90.26000213623047
2023-12-01,92.62000274658203
2023-12-04,93.04000091552734
2023-12-05,93.04000091552734
2023-12-06,93.38999938964844
2023-12-07,93.4000015258789
2023-12-08,93.6500015258789
2023-12-11,93.41999816894531
2023-12-12,94.0999984741211
2023-12-13,98.11000061035156
2023-12-14,101.61000061035156
2023-12-15,98.94999694824219
2023-12-18,99.44000244140625
2023-12-19,98.47000122070312
2023-12-20,96.79000091552734
2023-12-21,97.23999786376953
2023-12-22,97.79000091552734
2023-12-26,98.45999908447266
2023-12-27,98.87999725341797
2023-12-28,100.43000030517578
2023-12-29,99.29000091552734
2024-01-02,100.37999725341797
2024-01-03,97.80999755859375
2024-01-04,97.80999755859375
2024-01-05,98.19000244140625
2024-01-08,99.25
2024-01-09,98.0999984741211
2024-01-10,98.52999877929688
2024-01-11,99.22000122070312
2024-01-12,99.22000122070312
2024-01-16,99.51000213623047
2024-01-17,96.58000183105469
2024-01-18,95.76000213623047
2024-01-19,98.73999786376953
2024-01-22,99.18000030517578
2024-01-23,98.36000061035156
2024-01-24,97.58000183105469
2024-01-25,95.86000061035156
2024-01-26,95.75
2024-01-29,96.29000091552734
2024-01-30,95.05999755859375
2024-01-31,93.83999633789062
2024-02-01,95.55000305175781
2024-02-02,96.56999969482422
2024-02-05,93.87999725341797
2024-02-06,95.31999969482422
2024-02-07,94.69000244140625
2024-02-08,93.94999694824219
2024-02-09,93.45999908447266
2024-02-12,94.19000244140625
2024-02-13,91.88999938964844
2024-02-14,93.83999633789062
2024-02-15,97.37000274658203
2024-02-16,96.16000366210938
2024-02-20,94.48999786376953
2024-02-21,95.41000366210938
2024-02-22,94.76000213623047
2024-02-23,94.8499984741211
2024-02-26,92.58000183105469
2024-02-27,93.2300033569336
2024-02-28,93.7699966430664
2024-02-29,94.4800033569336
2024-03-01,95.80000305175781
2024-03-04,96.73999786376953
2024-03-05,96.69000244140625
2024-03-06,98.2699966430664
2024-03-07,98.73999786376953
2024-03-08,101.16999816894531
2024-03-11,99.9800033569336
2024-03-12,98.19000244140625
2024-03-13,99.02999877929688
2024-03-14,97.91999816894531
2024-03-15,98.48999786376953
2024-03-18,97.45999908447266
2024-03-19,97.08000183105469
2024-03-20,98.36000061035156
2024-03-21,99.69999694824219
2024-03-22,98.22000122070312
2024-03-25,97.5
2024-03-26,96.30000305175781
2024-03-27,97.16000366210938
2024-03-28,98.4000015258789
2024-04-01,96.41999816894531
2024-04-02,95.6500015258789
2024-04-03,95.87999725341797
2024-04-04,95.87000274658203
2024-04-05,96.62000274658203
2024-04-08,102.12999725341797
2024-04-09,103.58000183105469
2024-04-10,100.80000305175781
2024-04-11,99.94000244140625
2024-04-12,97.94000244140625
2024-04-15,96.62000274658203
2024-04-16,95.05000305175781
2024-04-17,95.31999969482422
2024-04-18,95.29000091552734
2024-04-19,96.29000091552734
2024-04-22,98.06999969482422
2024-04-23,98.5999984741211
2024-04-24,98.86000061035156
2024-04-25,98.20999908447266
2024-04-26,99.62000274658203
2024-04-29,100.27999877929688
2024-04-30,99.68000030517578
2024-05-01,98.55000305175781
2024-05-02,100.52999877929688
2024-05-03,105.08000183105469
2024-05-06,105.9800033569336
2024-05-07,105.98999786376953
2024-05-08,104.16999816894531
2024-05-09,106.83000183105469
2024-05-10,106.63999938964844
2024-05-13,106.73999786376953
2024-05-14,106.91000366210938
2024-05-15,108.01000213623047
2024-05-16,106.5199966430664
2024-05-17,106.5
2024-05-20,105.56999969482422
2024-05-21,105.91999816894531
2024-05-22,105.36000061035156
2024-05-23,104.01000213623047
2024-05-24,103.5999984741211
2024-05-28,101.51000213623047
2024-05-29,99.4000015258789
2024-05-30,101.01000213623047
2024-05-31,102.6500015258789
2024-06-03,103.63999938964844
2024-06-04,106.37999725341797
2024-06-05,107.23999786376953
2024-06-06,106.9800033569336
2024-06-07,106.69000244140625
2024-06-10,107.52999877929688
2024-06-11,106.19999694824219
2024-06-12,107.4000015258789
2024-06-13,106.98999786376953
2024-06-14,108.04000091552734
2024-06-17,108.5
2024-06-18,109.62000274658203
2024-06-20,109.37000274658203
2024-06-21,109.69999694824219
2024-06-24,111.0999984741211
2024-06-25,109.91999816894531
2024-06-26,108.68000030517578
2024-06-27,109.73999786376953
2024-06-28,109.11000061035156
2024-07-01,109.19000244140625
2024-07-02,108.93000030517578
2024-07-03,107.5
2024-07-05,107.72000122070312
2024-07-08,108.02999877929688
2024-07-09,108.01000213623047
2024-07-10,108.9800033569336
2024-07-11,109.19000244140625
2024-07-12,108.6500015258789
2024-07-15,109.29000091552734
2024-07-16,111.2300033569336
2024-07-17,112.95999908447266
2024-07-18,112.97000122070312
2024-07-19,112.6500015258789
2024-07-22,113.47000122070312
2024-07-23,113.0
2024-07-24,113.08000183105469
2024-07-25,110.91000366210938
2024-07-26,113.01000213623047
2024-07-29,113.44000244140625
2024-07-30,111.79000091552734
2024-07-31,110.75
2024-08-01,115.06999969482422
2024-08-02,118.19999694824219
2024-08-05,114.95999908447266
2024-08-06,117.22000122070312
2024-08-07,117.9000015258789
2024-08-08,118.79000091552734
2024-08-09,119.33000183105469
2024-08-12,119.54000091552734
2024-08-13,119.58000183105469
2024-08-14,119.81999969482422
2024-08-15,119.80999755859375
2024-08-16,119.63999938964844
2024-08-19,119.41000366210938
2024-08-20,119.8499984741211
2024-08-21,120.2300033569336
2024-08-22,120.98999786376953
2024-08-23,122.5999984741211
2024-08-26,122.91000366210938
2024-08-27,123.91999816894531
2024-08-28,124.7300033569336
2024-08-29,123.94999694824219
2024-08-30,125.19999694824219
2024-09-03,126.5999984741211
2024-09-04,125.41999816894531
2024-09-05,124.12999725341797
2024-09-06,122.16999816894531
2024-09-09,121.31999969482422
2024-09-10,123.16999816894531
2024-09-11,122.52999877929688
2024-09-12,123.0999984741211
2024-09-13,125.5999984741211
2024-09-16,124.93000030517578
2024-09-17,123.98999786376953
2024-09-18,125.25
2024-09-19,126.66000366210938
2024-09-20,125.20999908447266
2024-09-23,126.87999725341797
2024-09-24,126.51000213623047
2024-09-25,126.16000366210938
2024-09-26,124.37000274658203
2024-09-27,123.70999908447266
2024-09-30,123.52999877929688
2024-10-01,122.5999984741211
2024-10-02,122.31999969482422
2024-10-03,120.77999877929688
2024-10-04,120.86000061035156
2024-10-07,119.6500015258789
2024-10-08,119.98999786376953
2024-10-09,120.19999694824219
2024-10-10,118.79000091552734
2024-10-11,119.30999755859375
2024-10-14,119.6500015258789
2024-10-15,119.66999816894531
2024-10-16,120.8499984741211
2024-10-17,119.30999755859375
2024-10-18,120.73999786376953
2024-10-21,118.06999969482422
2024-10-22,119.23999786376953
2024-10-23,120.62999725341797
2024-10-24,120.3499984741211
2024-10-25,118.29000091552734
2024-10-28,118.69999694824219
2024-10-29,117.41999816894531
2024-10-30,117.36000061035156
2024-10-31,115.79000091552734
2024-11-01,113.7300033569336
2024-11-04,115.91000366210938
2024-11-05,118.0
2024-11-06,117.44000244140625
2024-11-07,118.58999633789062
2024-11-08,121.73999786376953
2024-11-11,121.94999694824219
2024-11-12,120.80000305175781
2024-11-13,123.27999877929688
2024-11-14,120.3499984741211
2024-11-15,119.7699966430664
2024-11-18,119.88999938964844
2024-11-19,121.29000091552734
2024-11-20,120.55999755859375
2024-11-21,121.98999786376953
2024-11-22,122.9000015258789
2024-11-25,123.91999816894531
2024-11-26,125.76000213623047
2024-11-27,127.02999877929688
2024-11-29,125.80000305175781
2024-12-02,123.94999694824219
2024-12-03,122.61000061035156
2024-12-04,122.13999938964844
2024-12-05,121.47000122070312
2024-12-06,121.9000015258789
2024-12-09,122.7699966430664
2024-12-10,121.93000030517578
2024-12-11,120.45999908447266
2024-12-12,120.94999694824219
2024-12-13,120.16999816894531
2024-12-16,120.36000061035156
2024-12-17,118.58999633789062
2024-12-18,113.3499984741211
2024-12-19,112.5199966430664
2024-12-20,114.91000366210938
2024-12-23,115.25
2024-12-24,116.43000030517578
2024-12-26,116.4000015258789
2024-12-27,115.2300033569336
2024-12-30,114.7699966430664
2024-12-31,116.04000091552734
2025-01-02,114.68000030517578
2025-01-03,117.06999969482422
2025-01-06,113.45999908447266
2025-01-07,110.30999755859375
2025-01-08,111.04000091552734
2025-01-10,109.16000366210938
2025-01-13,111.66000366210938
2025-01-14,112.5199966430664
2025-01-15,111.83999633789062
2025-01-16,112.6500015258789
2025-01-17,112.5999984741211
2025-01-21,112.7699966430664
2025-01-22,110.9800033569336
2025-01-23,110.01000213623047
2025-01-24,110.63999938964844
2025-01-27,113.9800033569336
2025-01-28,112.58999633789062
2025-01-29,110.58000183105469
2025-01-30,113.19999694824219
2025-01-31,113.70999908447266
2025-02-03,113.5
2025-02-04,114.26000213623047
2025-02-05,116.2699966430664
2025-02-06,117.69999694824219
2025-02-07,119.16000366210938
2025-02-10,119.33999633789062
2025-02-11,119.83000183105469
2025-02-12,118.4000015258789
2025-02-13,119.16000366210938
2025-02-14,119.06999969482422
2025-02-18,119.37000274658203
2025-02-19,118.9000015258789
2025-02-20,120.83999633789062
2025-02-21,119.88999938964844
2025-02-24,121.18000030517578
2025-02-25,122.04000091552734
2025-02-26,121.0999984741211
2025-02-27,123.2300033569336
2025-02-28,124.05999755859375
2025-03-03,125.52999877929688
2025-03-04,123.23999786376953
2025-03-05,124.41999816894531
2025-03-06,121.81999969482422
2025-03-07,121.48999786376953
2025-03-10,122.02999877929688
2025-03-11,120.4800033569336
2025-03-12,118.4000015258789
2025-03-13,116.75
2025-03-14,118.08999633789062
2025-03-17,120.12999725341797
2025-03-18,119.58999633789062
2025-03-19,119.83999633789062
2025-03-20,120.05000305175781
2025-03-21,119.20999908447266
2025-03-24,121.62999725341797
2025-03-25,121.2300033569336
2025-03-26,122.20999908447266
2025-03-27,121.94000244140625
2025-03-28,122.30000305175781
2025-03-31,122.30000305175781
2025-04-01,121.91999816894531
2025-04-02,122.80000305175781
2025-04-03,118.88999938964844
2025-04-04,110.43000030517578
2025-04-07,108.05000305175781
2025-04-08,106.52999877929688
2025-04-09,111.70999908447266
2025-04-10,108.05999755859375
2025-04-11,107.93000030517578
2025-04-14,111.18000030517578
2025-04-15,111.33999633789062
2025-04-16,110.19999694824219
2025-04-17,112.27999877929688
2025-04-21,110.80999755859375
2025-04-22,113.16000366210938
2025-04-23,114.02999877929688
2025-04-24,114.0199966430664
2025-04-25,114.0
2025-04-28,114.22000122070312
2025-04-29,113.0
2025-04-30,113.80000305175781
2025-05-01,114.83000183105469
2025-05-02,120.87000274658203
2025-05-05,119.20999908447266
2025-05-06,118.98999786376953
2025-05-07,118.98999786376953
2025-05-08,117.48999786376953
2025-05-09,117.9800033569336
2025-05-12,118.94999694824219
2025-05-13,117.2300033569336
2025-05-14,115.73999786376953
2025-05-15,117.98999786376953
2025-05-16,119.62999725341797
2025-05-19,119.05999755859375
2025-05-20,118.83000183105469
2025-05-21,115.52999877929688
2025-05-22,114.4000015258789
2025-05-23,113.02999877929688
2025-05-27,115.08000183105469
2025-05-28,115.58999633789062
2025-05-29,116.91000366210938
2025-05-30,117.48999786376953
2025-06-02,117.83000183105469
2025-06-03,117.69999694824219
2025-06-04,117.58000183105469
2025-06-05,115.73999786376953
2025-06-06,115.83000183105469
2025-06-09,117.54000091552734
2025-06-10,118.11000061035156
2025-06-11,117.41999816894531
2025-06-12,118.48999786376953
2025-06-13,116.12000274658203
2025-06-16,116.16000366210938
2025-06-17,115.9000015258789
2025-06-18,115.62000274658203
2025-06-20,115.58999633789062
2025-06-23,116.26000213623047
2025-06-24,115.52999877929688
2025-06-25,113.05999755859375
2025-06-26,114.33000183105469
2025-06-27,113.76000213623047
2025-06-30,112.69000244140625
2025-07-01,112.97000122070312
2025-07-02,113.4000015258789
2025-07-03,114.01000213623047
2025-07-07,113.36000061035156
2025-07-08,113.30999755859375
2025-07-09,113.01000213623047
2025-07-10,113.41000366210938
2025-07-11,113.76000213623047
2025-07-14,114.0999984741211
2025-07-15,112.4800033569336
2025-07-16,114.0999984741211
2025-07-17,114.1500015258789
2025-07-18,113.93000030517578
2025-07-21,113.23999786376953
2025-07-22,115.69000244140625
2025-07-23,115.19999694824219
2025-07-24,113.5999984741211
2025-07-25,113.54000091552734
2025-07-28,112.2300033569336
2025-07-29,114.72000122070312
2025-07-30,112.12000274658203
2025-07-31,109.19999694824219
2025-08-01,106.94999694824219
2025-08-04,105.7699966430664
2025-08-05,107.66999816894531
2025-08-06,106.47000122070312
2025-08-07,106.97000122070312
2025-08-08,105.5199966430664
2025-08-11,104.05000305175781
2025-08-12,104.8499984741211
2025-08-13,107.0
2025-08-14,106.0199966430664
2025-08-15,106.81999969482422
2025-08-18,105.7699966430664
2025-08-19,108.27999877929688
2025-08-20,108.43000030517578
2025-08-21,108.0199966430664
2025-08-22,109.44000244140625
2025-08-25,108.87000274658203
2025-08-26,109.19999694824219
2025-08-27,110.55999755859375
2025-08-28,110.73999786376953
2025-08-29,111.9800033569336
2025-09-02,108.58000183105469
2025-09-03,109.41000366210938
2025-09-04,110.33999633789062
2025-09-05,111.36000061035156
2025-09-08,110.91999816894531
2025-09-09,111.62999725341797
2025-09-10,108.8499984741211
2025-09-11,110.76000213623047
2025-09-12,109.51000213623047
2025-09-15,108.37000274658203
2025-09-16,107.12000274658203
2025-09-17,106.47000122070312
2025-09-18,107.31999969482422
2025-09-19,107.94999694824219
2025-09-22,108.18000030517578
2025-09-23,108.04000091552734
2025-09-24,107.19999694824219
2025-09-25,106.05000305175781
2025-09-26,107.0
2025-09-29,106.55000305175781
2025-09-30,106.77999877929688
2025-10-01,105.58999633789062
2025-10-02,104.41999816894531
2025-10-03,104.19999694824219
2025-10-06,102.95999908447266
2025-10-07,103.37000274658203
2025-10-08,103.05999755859375
